Title,Price,Rating,Specs
"Haier 2025 Model 1.5 Ton 5 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...","₹33,090",4.1,Annual Power Usage: 714.29 UnitsRoom Size: 130 to 180 sq. ft.5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹42,990",4.2,"Annual Power Usage: 685.61 kWhRoom Size: 130 to 180 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,"₹29,990",4.3,"Annual Power Usage: 854.39 kWhRoom Size: 130 to 180 sq. ft.5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor"
"Samsung Bespoke AI 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi Energy Saving, Voice Control, Pow...","₹33,490",4.2,Annual Power Usage: 585.36 kWhRoom Size: 80 to 130 sq. ft.5 year comprehensive warranty on product and 10 years warranty on compressor
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Blue Star 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,"₹49,990",4,"Annual Power Usage: 1131.55 kWhRoom Size: 180 to 230 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
"Samsung Bespoke AI 2026 Model 1.5 ton 3 Star Split WindFree Inverter with Wi-fi Energy Saving, Voice C...","₹38,990",4.1,Annual Power Usage: 829.57 kWhRoom Size: 130 to 180 sq. ft.5 year comprehensive warranty on product and 10 years warranty on compressor
"LG 2026 Model 1.5 Ton 3 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-i...","₹35,990",4,"Annual Power Usage: 769.6 kWhRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive period only"
"Midea 2026 Model 1.5 Ton 3 Star Split Inverter Convertible 6-in-1 with Auto Intelligence,Turbo Mode fo...","₹28,990",4.3,"Annual Power Usage: 854.39 kWhRoom Size: 130 to 180 sq. ft.5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor"
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Blue Star 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹37,490",4.1,"Annual Power Usage: 918.45 kWhRoom Size: 130 to 180 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Lloyd 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹35,990",4,"Annual Power Usage: 831.01 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product, 5 Year Warranty on Component and 10 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
CARRIER 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹33,990",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 130 to 180 sq. ft.Standard Warranty = (1 Year Standard + 10 Years Compressor), Extended Warranty (Optional) = 4 Years post 1 year Standard Warranty."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Daikin 2026 Model 0.9 Ton 2 Star Split Fixed Speed AC,"₹26,990",4.2,"Annual Power Usage: 582.13 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty, 5 Years Warranty On PCB"
LG 2026 Model 1.5 Ton 3 Star Window Dual Inverter Convertible 4-in-1 Cooling with Faster Cooling and E...,"₹36,490",4.1,Annual Power Usage: 1070.79 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,990",4.1,"Annual Power Usage: 900.94 kWhRoom Size: 130 to 180 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
Lloyd 2026 Model 2 Ton 5 Star Split Inverter AC,"₹59,990",3.9,"Annual Power Usage: 807.66 kWhRoom Size: 180 to 230 sq. ft.1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,"₹58,990",4.2,"Annual Power Usage: 857.53 kWhRoom Size: 180 to 230 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
Godrej 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi With 4 Way Air Swing and Pure Air Filter AC,"₹24,790",4,"Annual Power Usage: 1054 UnitsRoom Size: 80 to 130 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
"Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...","₹35,990",4.2,"Annual Power Usage: 593.89 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB"
Daikin 2026 Model 1 Ton 5 Star Split Inverter AC,"₹39,490",4.2,Annual Power Usage: 475.37 kWhRoom Size: 80 to 130 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Whirlpool 2026 Model 1 Ton 3 Star Split Inverter AC,"₹29,440",4.1,"Annual Power Usage: 594.03 kWhRoom Size: 80 to 130 sq. ft.1 year warranty on product, 5 years  warranty on compressor"
Voltas 2026 Model 1.5 Ton 2 Star Window Fixed Speed AC,"₹27,499",3.8,"Annual Power Usage: 1199.87 kWhRoom Size: 130 to 180 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Daikin 2024 Model 1 Ton 3 Star Split Inverter AC,"₹28,690",4.1,Annual Power Usage: 680.4 UnitsRoom Size: 80 to 130 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,"₹58,990",4.2,"Annual Power Usage: 857.53 kWhRoom Size: 180 to 230 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹27,390",4,"Annual Power Usage: 835.07 UnitsRoom Size: 130 to 180 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
"ONIDA 2026 Model 2 Ton 3 Star Split Inverter 9-in-1 Convertible, Stabilizer Free Operation, Deep frost...","₹40,990",4.1,"Annual Power Usage: 1105.45 kWhRoom Size: 180 to 230 sq. ft.1 Year Comprehensive warranty on Product, 5 Year warranty on PCB and 10 Year warranty on Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹29,890",4.1,Annual Power Usage: 858.22 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty
Lloyd 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,490",4.1,"Annual Power Usage: 715.07 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Haier 2026 Model 1.8 Ton 5 Star Split HEXA Inverter with Wi-fi AC,"₹50,990",4,Annual Power Usage: 747.64 kWhRoom Size: 180 to 230 sq. ft.7 Years Comprehensive Warranty on Product & parts (including PCB) and 12 years Warranty on Compressor
Haier 2026 Model 1.5 Ton 5 Star Split HEXA Inverter with Wi-fi AC,"₹47,990",4.1,Annual Power Usage: 701.7 kWhRoom Size: 130 to 180 sq. ft.5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).
IFB 2026 Model 1 Ton 3 Star Split Inverter AC,"₹29,457",4.1,Room Size: 80 to 130 sq. ft.
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,300",4,Annual Power Usage: 765.86 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
"Samsung Bespoke AI 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi Energy Saving, Voice Control, Pow...","₹33,490",4.2,Annual Power Usage: 585.36 kWhRoom Size: 80 to 130 sq. ft.5 year comprehensive warranty on product and 10 years warranty on compressor
LG 2025 Model 1 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling and ...,"₹35,490",4.2,"Annual Power Usage: 515.84 kWhRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor"
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2025 Model 1.2 Ton 3 Star Split Digital Inverter AC,"₹27,990",4.3,Room Size: 80 to 130 sq. ft.
Blue Star 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,"₹49,990",4,"Annual Power Usage: 1131.55 kWhRoom Size: 180 to 230 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,"₹21,790",4,"Annual Power Usage: 1034 UnitsRoom Size: 80 to 130 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Blue Star 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹39,990",4.1,"Annual Power Usage: 782.29 WRoom Size: 130 to 180 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Sharp 2026 Model 1.5 Ton 3 Star Window Fixed Speed AC,"₹31,949",4,Annual Power Usage: 1137.94 UnitsRoom Size: 130 to 180 sq. ft.5 years Comprehensive Warranty
Lloyd 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹44,990",4.1,"Annual Power Usage: 646.32 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product, 5 Year Warranty on Component and 10 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Whirlpool 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,490",4.1,Annual Power Usage: 941.42 UnitsRoom Size: 130 to 180 sq. ft.
"IFB 2026 Model 2 Tons 3 Star Split Inverter with Hybrid Mode, 8-in-1 Flexi Mode, Heavy Duty Compressor...","₹48,200",4.3,"Annual Power Usage: 1104.43 kWhRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product, 5 Year Warranty on PCB, 10 Year Warranty on Inverter Compressor"
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,"₹34,548",4.2,Annual Power Usage: 523.54 UnitsRoom Size: 80 to 130 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
Whirlpool 2026 Model 1.5 Ton 3 Star Window Inverter AC,"₹29,580",3.8,Annual Power Usage: 1122.36 UnitsRoom Size: 130 to 180 sq. ft.1+4 Years On Compressor Warranty
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Whirlpool 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹41,399",4.2,Annual Power Usage: 692.03 UnitsRoom Size: 130 to 180 sq. ft.1+9 Years Compressor Warranty
Voltas 2025 Model 1.5 Ton 3 Star Hot and Cold Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient...,"₹33,690",4.1,"Annual Power Usage: 947.36 kWhRoom Size: 130 to 180 sq. ft.5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Daikin 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹44,765",4.3,Annual Power Usage: 785.67 UnitsRoom Size: 130 to 180 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
Lloyd 2023 Model 1 Ton 2 Star Window Fixed Speed AC,"₹26,690",3.9,Annual Power Usage: 808.94 UnitsRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
"CARRIER 2026 Model 1.5 Ton 3 Star Window Inverter Turbo mode for Faster Cooling, Energy Saver Mode, Dr...","₹32,490",4.3,"Annual Power Usage: 1210.35 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 10 Year Warranty on Compressor"
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Whirlpool 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,480",4.1,Annual Power Usage: 974.23 UnitsRoom Size: 130 to 180 sq. ft.
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹32,990",4.2,Annual Power Usage: 966.47 kWhRoom Size: 130 to 180 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
